SMILES,Odor,All_Matched_Categories,Major_Category
C[C@@H]1[C@H](C([C@@H](C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C(C1[C@H]([C@@H](C([C@@H](O1)OO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1C(C(C(C(O1)OCC2CC(C(CO2)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H](C([C@@](O1)(CCl)O[C@@H]2C([C@H]([C@H](C(O2)CO)Cl)O)O)O)O)Cl,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@H]([C@@](O1)(CCl)O[C@@H]2C([C@H]([C@H](C(O2)COC=O)Cl)O)O)O)O)Cl,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H](C(C([C@@H](O1)O[C@H]2C([C@H]([C@@H](C(O2)CO)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COCCCOC1C(OC(C(C1O)O)OC)COC,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O.[Ag],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@H]([C@H]([C@@H]([C@H]([C@@H](CO)O)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@H]([C@H]([C@@H]([C@H]([C@H](CO)O)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC[C@@H]([C@@H]2[C@H]([C@@H]([C@@H]([C@H](O2)O)O)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC[C@@H]([C@@H]2[C@H]([C@@H]([C@@H](C(O2)O)O)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1([C@H](C([C@H](CO1)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](COC2C)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C(C1[C@H](C([C@@H]([C@H](O1)O[C@@H]2C(O[C@H]([C@H](C2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(C(C([C@H](CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H](C(O[C@H](C1OI)OC2[C@H](C(O[C@H](C2O)O)COI)O)COI)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C#CO[C@H]1[C@H](C([C@@H](C(O1)CO)O[C@H]2[C@H](C([C@H](C(O2)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@H](C([C@@H](C(O1)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C(C1[C@H]([C@H](C([C@H](O1)O[C@@H]2C([C@@H]([C@@H](C(O2)CO)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H]([C@H]([C@@](O1)(CCl)O[C@@H]2C(C([C@H](C(O2)CO)Cl)O)O)O)O)Cl,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1C([C@H]([C@](O1)(CO)O[C@@H]2[C@H](C([C@@H](C(O2)CO)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C(C1[C@H]([C@H](C([C@H](O1)O[C@@H]2[C@H](C([C@@H](C(O2)CO)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCCCO[C@H]1[C@@H](C(O[C@@H](C1OCCCC)OC)CO)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1C(C(C(C(O1)OC)O)OC)OC2C(C(C(C(O2)COO)OC)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1C(C(C(C(O1)OC)O)OC)OC2C(C(C(CO2)OC)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C(COCCO[C@@H]1C([C@H]([C@@H](C(O1)CO)O)O)O)OCCO[C@@H]2[C@@H](C([C@@H](C(O2)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCOC1C(CC(C(O1)CO)O)OC2C(C(C(C(O2)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCOC(C(C(C(CCO)O)O)OC1C(C(C(C(O1)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)OC4[C@H]([C@H]([C@@H]([C@H](O4)C)O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CCC[C@]([C@@H]1CC[C@@]34[C@@H]2CC[C@@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CCCC([C@@H]1CC[C@@]34[C@@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C(CO)C(C([C@H](CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CCC[C@@]([C@@H]1CC[C@@]34[C@@H]2CC[C@@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CCCC([C@@H]1CC[C@@]34[C@@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@]34CC[C@@H]5[C@]6(CCCC([C@@H]6CC[C@@]5(C3)CC4=C)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CCC[C@@]([C@@H]1CC[C@@]34[C@@H]2CC[C@@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CCCC([C@@H]1CC[C@@]34[C@@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CCCC([C@@H]1CC[C@@]34[C@@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)(C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O.C(C(C(CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O.[Mg],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COC1=C(OC2=CC(=CC(=C2C1=O)O)OC3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C4=CC(=C(C=C4)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)OC4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O.C(=O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]([C@H]([C@@H]([C@@H](CO)OF)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H](C([C@H]([C@H](O1)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@]12CCC3C4CCC5[C@@](C4C(=O)C=C3[C@@H]1C[C@@](CC2)(C)C(=O)O)(CC[C@@H](C5(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)O)O)C,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COC1[C@H]([C@@H](C(C(O1)CO)OC2[C@H]([C@@H](C(C(O2)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@@H](C(C[C@@H](O1)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
[B](C)P1(=O)OC[C@@H]2[C@@H](O1)C([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
[B][P+]1(OC[C@@H]2[C@@H](O1)C([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
[B][P+]1(OC[C@@H]2[C@@H](O1)C([C@@H](O2)N3C4=NC=NC(=C4N=C3N)N)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COC1[C@@H]([C@@H](OC([C@H]1O)CO)OC2[C@@H](COC([C@H]2O)CO)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC2=C(N=C(N=C2N1[C@]3([C@@H]([C@@H]([C@H](O3)CO)O)O)P(=O)(O)O)P(=O)(O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC(=C2C(=N1)N(C=N2)[C@]3([C@@H]([C@@H]([C@H](O3)CO)O)O)P(=O)(O)OP(=O)(O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@]1([C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C(C([C@@H]([C@H](C(C=O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1[C@@H]([C@@H](C([C@@H](O1)OCCCC(O)OC)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1[C@@H]([C@@H](C([C@@H](O1)OCC2[C@H]([C@H](C([C@@H](O2)OC3=CC(=C(C(=C3)OC)C(=O)/C=C/C4=CC(=C(C=C4)OC)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1[C@@H](C([C@@H]([C@@H](O1)OCCCC(O)OC)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6C([C@H]([C@@H](C(O6)C(=O)O)O)O)O[C@H]7[C@H](C([C@@H](C(O7)C(=O)O)O)O)O)C)(C)C(=O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@H]([C@H]([C@@H]([C@@H](CO)O)OC1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@H]([C@H]([C@@H]([C@@H](COC1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C(C1[C@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCC(C)O[C@H]1C([C@H]([C@H](C(O1)C)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)OO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C(C1[C@H]([C@@H](C([C@H](O1)O)O)O)O[C@H]2[C@H](C([C@H](C(O2)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1[C@@H](C([C@@H]([C@@H](O1)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H](C(C(O[C@H]1OCCO)CO)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@H]1C([C@H]([C@@H](C(O1)CO)O[C@H]2[C@H](C([C@H](C(O2)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H](C([C@@H](C(O1)CO)O[C@H]2[C@H](C([C@H](C(O2)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)CO)OF)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1CC([C@@H]([C@@H](O1)OCC2[C@H]([C@H](C([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1CC([C@@H]([C@@H](O1)OCC2[C@H](C(C([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]([C@@H](C(C(=O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)I)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)I)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)Br)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@@H]5C[C@@H]([C@H]([C@@H]([C@H]5OC6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)OC7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)CO)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@]12CCC[C@@](C1CC[C@]34[C@H]2CCC(C3)(C(=C)C4)OC[C@H]5C([C@@H]([C@@H](C(O5)CO)O)COC[C@H]6C([C@@H]([C@@H](C(O6)CO)O)O)O)O[C@H]7C([C@@H]([C@@H](C(O7)CO)O)O)O)(C)C(=O)O[C@H]8C([C@@H]([C@@H](C(O8)CO)O)O)O[C@H]9C([C@@H]([C@@H](C(O9)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@]12CCC[C@@](C1CC[C@]34[C@H]2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)(C)C(=O)OC8C(C(C(C(O8)CO)O)OC9C(C(C(C(O9)CO)O)O)O)OC1C(C(C(C(O1)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H](O[C@@H](C1O)COP(=O)(NCCO)O)N2C=NC3=C(N=CN=C32)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H](O[C@@H](C1O)COP(=O)(O)OCCOCCOCCOCCO)N2C=NC3=C(N=CN=C32)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H](O[C@@H](C1O)COP(=O)(O)OCC(CO)(N)O)N2C=NC3=C(N=CN=C32)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OCC(CO)(CO)N)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OCC(CO)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H](O[C@@H](C1O)COP(=O)(O)OCC(CO)(CO)N)N2C=NC3=C(N=CN=C32)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H](O[C@@H](C1O)COP(=O)(O)OCC(CO)O)N2C=NC3=C(N=CN=C32)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H](O[C@@H](C1O)COP(=O)(O)OC(CO)CO)N2C=NC3=C(N=CN=C32)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC(=C2C(=N1)N(C=N2)C3[C@@H]([C@@H]([C@](O3)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)F)O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6C(C([C@@H](C(O6)C(=O)O)O)O)O[C@H]7C(C([C@@H](C(O7)C(=O)O)O)O)O)C)(C)C(=O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C(CO)[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(C(C(C(O)OCCO)OC1C(C(C(C(O1)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
[H+].C([C@H]([C@H]([C@@H]([C@@H](C=O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1[C@@H](C([C@@H]([C@@H](O1)OC2[C@@H]([C@@H](OC([C@H]2O)CO)OC)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCCCCCO[C@H]1[C@H](C([C@H](C(O1)C)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CNC1=C2C(=NC(=N1)N)N(C=N2)[C@H]3[C@H](C([C@H](O3)CO[P+](O)(O)OP(=O)(O)OP(=O)(O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1=NC2=C(N=CN=C2N1C3[C@H]([C@H]4C(O3)COP(=S)(O4)O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1C2[C@H]([C@@H](C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=S)(O1)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC(=C2C(=N1)N(C=N2)C3[C@H]([C@@H](C(O3)COP(=S)(Cl)Cl)O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COP1(=S)OCC2[C@@H](O1)[C@@H](C(O2)N3C=NC4=C(N=CN=C43)N)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]1[C@H](C(C(C(O1)O)O)O)O[C@H]2C(C([C@H](C(O2)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@@H]1[C@@H](OC([C@H](C1OC)OC)CO)OC,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC(=C2C(=N1)N(C=N2)C3C([C@H]([C@H](O3)CO[P+](=O)O)O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CNP(=O)(O)OC[C@@H]1[C@@H](C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1C([C@H](C(O1)(CO)O)O)O[C@H]2C(C([C@H](C(O2)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H](C(C(O1)(CO)O)O)O[C@H]2[C@H](C([C@H](C(O2)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H](C(C(O1)(CO)O)O)O[C@@H]2C([C@H]([C@@H](C(O2)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H](C(C(O1)(CO)O)O)O[C@@H]2C(C([C@@H](C(O2)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@@H]1C(O[C@@H]([C@H](C1O)O)O[C@@H]2C(O[C@@H]([C@H](C2O)O)O)CO)CO,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@@H]1C(O[C@@H]([C@H](C1O)O)O)CO,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@H]1C(O[C@@H]([C@H](C1O)O)O[C@H]2C(O[C@@H]([C@H](C2O)O)O)CO)CO,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H](C([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)F)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCC(COC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1CC(C(C(O1)C)O)OC2C(C(C(C(O2)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(C)O[C@H]1C([C@H]([C@@H](C(O1)CO)O[C@H]2C([C@H]([C@H](C(O2)CO)O)OC)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]1C(C(C(C(O1)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@H]1[C@H](C([C@@H](C(O1)CO)O[C@H]2[C@H](C([C@H](C(O2)CO)O)OC)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@H]1C[C@H]([C@H](C(O1)CO)O)OC2[C@H]([C@H]([C@H](C(O2)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@H]([C@H](O[C@@H]1[C@@H](OC(C(C1O)O)O)CO)OC(CO)[C@@H](CO)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(=O)[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2O[C@H]3CC[C@]4([C@H](C3(C)C)CC[C@@]5([C@@H]4C(=O)C=C6[C@]5(CC[C@@]7([C@H]6C[C@@](CC7)(C)C(=O)O)C)C)C)C)C(=O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COC1[C@H]([C@@H](C(OC1O)CO)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
